['8848.496'],['5808913.0'],['0.027361961']
['8077.276'],['5168721.5'],['0.024989666']
['8914.526'],['4603519.5'],['0.024561267']
['8748.77'],['4730612.0'],['0.023038335']
['8229.218'],['6134163.0'],['0.03164422']
['7989.513'],['5249147.5'],['0.02749862']
['8500.43'],['8125248.0'],['0.041818224']
['8724.091'],['4324283.0'],['0.022891369']
['8177.7163'],['3886907.2'],['0.0213277']
['8649.227'],['3830796.2'],['0.0202642']
['8576.32'],['3365310.0'],['0.01879347']
['8652.455'],['5501019.5'],['0.02729351']
['8503.785'],['5291930.5'],['0.024847198']
['9018.247'],['4949573.0'],['0.025415117']
['8657.009'],['3981315.8'],['0.02244844']
['8364.876'],['4576025.0'],['0.023404282']
['7990.622'],['3987472.0'],['0.021628449']
['8645.614'],['3987472.0'],['2722193.5']
