['87721.47'],['43243360.0'],['0.11337234']
['91344.125'],['40835932.0'],['0.11065261']
['87634.79'],['36062500.0'],['0.10317096']
['86659.59'],['41678740.0'],['0.11160182']
['89618.72'],['37802924.0'],['0.105223574']
['85793.93'],['37065640.0'],['0.1015333']
['85573.07'],['40687908.0'],['0.10964647']
['86380.13'],['44432924.0'],['0.113913715']
['88330.47'],['40771720.0'],['0.10911672']
['86488.95'],['44220628.0'],['0.11229965']
['85295.664'],['41395790.0'],['0.108074114']
['86597.55'],['38379120.0'],['0.09975708']
['84223.625'],['41215900.0'],['0.109081164']
['85198.55'],['40758904.0'],['0.1024813']
['91860.625'],['43445440.0'],['0.107229725']
['93155.45'],['44613440.0'],['0.10502989']
['92008.52'],['38369920.0'],['0.09720574']
['84229.3'],['40051908.0'],['0.10161641']
['87320.35'],['35237540.0'],['0.098671585']
['82739.16'],['36357224.0'],['0.09954169']
['85288.25'],['36357224.0'],['41313228.0']
