['17643.248'],['12622115.0'],['0.04337125']
['13433.72'],['11591313.0'],['0.041184507']
['11306.739'],['10445223.0'],['0.038847983']
['16878.186'],['11974765.0'],['0.041094046']
['17402.291'],['11959404.0'],['0.041139286']
['18201.297'],['12992103.0'],['0.04463883']
['19402.307'],['11003193.0'],['0.039495565']
['13045.829'],['11971108.0'],['0.041365147']
['17614.105'],['13495996.0'],['0.043898154']
['17298.156'],['12320710.0'],['0.041815083']
['17925.78'],['10670657.0'],['0.039033484']
['12328.717'],['12562470.0'],['0.041410245']
['14221.649'],['11439389.0'],['0.04027562']
['18452.71'],['12671075.0'],['0.042574544']
['18644.676'],['11395459.0'],['0.040822092']
['17136.957'],['15138032.0'],['0.046862673']
['17777.664'],['13643803.0'],['0.044378188']
['17550.797'],['11955131.0'],['0.041274875']
['11814.788'],['12831199.0'],['0.043150708']
['12099.112'],['13801984.0'],['0.04319486']
['16895.006'],['12159213.0'],['0.040822092']
['16992.416'],['10999859.0'],['0.038894393']
['16514.79'],['13077070.0'],['0.04266344']
['16576.44'],['13077070.0'],['14898420.0']
