['26202.367'],['10049039.0'],['0.036395203']
['29101.809'],['4792344.5'],['0.026104717']
['26889.664'],['4571334.0'],['0.025486868']
['26727.766'],['4302187.0'],['0.024177281']
['25596.303'],['4251847.0'],['0.024785023']
['25722.982'],['4660805.0'],['0.025486868']
['25146.299'],['4484450.5'],['0.024725193']
['25447.967'],['3790460.8'],['0.022154655']
['23988.637'],['4292052.5'],['0.024665158']
['24858.459'],['4790872.5'],['0.02593859']
['25444.564'],['6178639.5'],['0.030333502']
['24743.346'],['5529984.5'],['0.027965171']
['24692.93'],['4607467.5'],['0.02448379']
['23962.047'],['5504650.5'],['0.027522452']
['24656.059'],['4878406.5'],['0.026269086']
['24108.188'],['5305329.5'],['0.027721006']
['23431.354'],['5613781.0'],['0.027219174']
['23961.04'],['4481940.5'],['0.024665158']
['24943.836'],['5885491.5'],['0.027671639']
['25056.732'],['5093123.0'],['0.026269086']
['23875.248'],['4272496.5'],['0.023928227']
['23676.287'],['4736013.0'],['0.024300525']
['24238.293'],['4770076.0'],['0.02484464']
['24248.748'],['4770076.0'],['4576623.5']
