['2782.0955'],['685415.06'],['0.010617073']
['2312.4275'],['888096.3'],['0.011060736']
['2917.8757'],['1433078.5'],['0.011413771']
['2678.4905'],['760709.75'],['0.010678167']
['2341.3552'],['579768.3'],['0.009988978']
['2115.996'],['605564.9'],['0.009901275']
['1864.0775'],['993159.1'],['0.0111795375']
['2486.6973'],['1029963.94'],['0.011232272']
['2787.7905'],['796933.75'],['0.011232272']
['2626.7297'],['914146.6'],['0.010678167']
['2916.4233'],['1024922.0'],['0.010994342']
['2735.9639'],['561380.56'],['0.009856255']
['2091.5017'],['1085428.6'],['0.010792941']
['2344.481'],['876981.1'],['0.011232272']
['2346.354'],['759709.0'],['0.011017009']
['2402.561'],['796957.3'],['0.0112489015']
['2638.9514'],['839602.8'],['0.010765157']
['2999.7336'],['839602.8'],['626037.25']
