['17171.033'],['7756645.0'],['0.058708027']
['17857.1'],['7446184.5'],['0.055964127']
['17122.496'],['7505107.0'],['0.055696458']
['16828.889'],['7906417.0'],['0.059177373']
['16675.47'],['7546469.5'],['0.056563284']
['18527.102'],['7235124.5'],['0.05285916']
['16692.271'],['7212811.0'],['0.052549414']
['14671.117'],['7403660.0'],['0.05411565']
['14498.108'],['7475150.5'],['0.054608673']
['15357.465'],['7313418.5'],['0.05423128']
['15000.235'],['7647845.0'],['0.05753449']
['15860.317'],['7781138.0'],['0.056593407']
['17147.72'],['7702325.0'],['0.05647303']
['16720.582'],['7725749.0'],['0.05707731']
['17644.979'],['8472671.0'],['0.057810433']
['15675.278'],['7698709.0'],['0.05469612']
['16120.949'],['7394941.5'],['0.05356963']
['15703.636'],['7394941.5'],['8350010.5']
