['37304.18'],['42447396.0'],['0.15953636']
['42946.625'],['13110299.0'],['0.06335571']
['23669.838'],['19080988.0'],['0.079635836']
['32389.424'],['14645159.0'],['0.067280956']
['35931.22'],['16306330.0'],['0.077200316']
['32163.611'],['12464491.0'],['0.06449874']
['32059.201'],['13042263.0'],['0.063147284']
['28235.049'],['20980024.0'],['0.08480234']
['41405.45'],['18431102.0'],['0.078372836']
['41596.895'],['20383530.0'],['0.08451866']
['40459.992'],['16571458.0'],['0.070939064']
['38860.51'],['21727560.0'],['0.08836144']
['38493.555'],['19126382.0'],['0.08395015']
['41677.348'],['19016982.0'],['0.08089137']
['43598.266'],['22099958.0'],['0.09066877']
['41440.37'],['19488174.0'],['0.08508561']
['40763.484'],['20076810.0'],['0.085368484']
['40749.664'],['16470036.0'],['0.070434496']
['35753.766'],['13031411.0'],['0.05595145']
['30176.152'],['21159370.0'],['0.0836653']
['39015.47'],['19455166.0'],['0.081083864']
['39265.34'],['22420926.0'],['0.08175622']
['38990.875'],['18051574.0'],['0.064705975']
['38987.09'],['18051574.0'],['15857896.0']
