['31769.363'],['45197304.0'],['0.22434078']
['51314.44'],['37641476.0'],['0.14065589']
['38599.18'],['32654926.0'],['0.11305136']
['35015.895'],['34965484.0'],['0.12629403']
['38365.297'],['32872194.0'],['0.13084343']
['37595.58'],['34869740.0'],['0.1472551']
['39912.16'],['42426044.0'],['0.17718221']
['41886.82'],['46278510.0'],['0.16126667']
['36532.402'],['44285884.0'],['0.168112']
['38206.33'],['41702948.0'],['0.16150312']
['38504.363'],['41975772.0'],['0.17305085']
['39405.21'],['39785420.0'],['0.16596304']
['39604.594'],['38072080.0'],['0.15099625']
['35915.47'],['39808040.0'],['0.1490388']
['38030.18'],['42627164.0'],['0.16291821']
['35564.383'],['42092816.0'],['0.16344728']
['37471.766'],['34299180.0'],['0.13090801']
['37033.355'],['35808668.0'],['0.1550583']
['38088.0'],['42819284.0'],['0.17236638']
['40292.652'],['45305028.0'],['0.18913786']
['39681.27'],['40854980.0'],['0.16926752']
['40028.492'],['40257380.0'],['0.16043775']
['37380.48'],['37807144.0'],['0.12961414']
['35495.61'],['37807144.0'],['31361638.0']
