['41715.28'],['57630720.0'],['0.16003926']
['44084.895'],['25053572.0'],['0.08509394']
['20739.332'],['63883090.0'],['0.1708206']
['47281.51'],['57718396.0'],['0.16224892']
['43248.19'],['61113540.0'],['0.17604399']
['44869.535'],['48162964.0'],['0.13352089']
['39755.74'],['40528604.0'],['0.11410947']
['25545.365'],['56701320.0'],['0.15550104']
['36874.688'],['55802260.0'],['0.14593805']
['37271.254'],['49393816.0'],['0.13784833']
['37906.918'],['23879742.0'],['0.0785064']
['24442.783'],['33361938.0'],['0.10011787']
['22348.695'],['44861820.0'],['0.11916742']
['31302.336'],['36690092.0'],['0.105690315']
['28215.125'],['26681192.0'],['0.07861147']
['26242.123'],['20402896.0'],['0.06588982']
['22356.979'],['18525338.0'],['0.06941135']
['16395.75'],['11521953.0'],['0.045271307']
['8870.696'],['13297427.0'],['0.042072546']
['11923.298'],['10387952.0'],['0.040080182']
['13329.887'],['8459882.0'],['0.03652507']
['11147.361'],['8933907.0'],['0.035299115']
['10728.165'],['5274732.5'],['0.03082431']
['9254.176'],['5274732.5'],['49694870.0']
