['15573.492'],['17716652.0'],['0.06213064']
['16860.494'],['11236949.0'],['0.05080297']
['14028.565'],['15485534.0'],['0.060145542']
['12549.361'],['24211870.0'],['0.06321785']
['14958.004'],['18864550.0'],['0.063243516']
['14704.924'],['16512139.0'],['0.063467965']
['14916.081'],['17379656.0'],['0.061326783']
['14686.792'],['15452066.0'],['0.059728626']
['14232.707'],['12162450.0'],['0.05266898']
['14261.32'],['16622524.0'],['0.05678079']
['16100.449'],['17436692.0'],['0.062556975']
['15327.876'],['13831575.0'],['0.054876592']
['15854.022'],['12656776.0'],['0.053674635']
['15385.835'],['19942960.0'],['0.0643086']
['15763.24'],['16715190.0'],['0.064010076']
['14970.414'],['16093153.0'],['0.06234765']
['14608.537'],['14166038.0'],['0.057725422']
['14982.158'],['15830819.0'],['0.05639579']
['15577.454'],['19765286.0'],['0.061467305']
['15949.585'],['16094787.0'],['0.062224597']
['15101.985'],['14188156.0'],['0.053543475']
['15354.578'],['13148993.0'],['0.051394045']
['14631.163'],['17407222.0'],['0.060737763']
['14471.285'],['17407222.0'],['15147662.0']
