['2994.7566'],['2511667.8'],['0.012983119']
['3474.9717'],['1255200.1'],['0.012224009']
['2813.0535'],['1626529.6'],['0.013202813']
['3257.704'],['2111209.2'],['0.013301919']
['2711.7883'],['2168728.0'],['0.013437506']
['2837.8696'],['1403969.4'],['0.01292363']
['3498.5598'],['1326380.4'],['0.011975577']
['2834.6787'],['2657268.2'],['0.014004259']
['3979.9607'],['2539524.0'],['0.014020817']
['3178.3513'],['1538513.0'],['0.011615434']
['3094.309'],['1726538.6'],['0.012666943']
['3120.452'],['2241730.2'],['0.013695035']
['3328.6184'],['1849099.8'],['0.012224009']
['3469.3467'],['2253985.5'],['0.013629653']
['2928.203'],['1397152.8'],['0.011708612']
['3133.4285'],['2556373.2'],['0.013928838']
['2685.13'],['2082598.2'],['0.013253247']
['3298.4795'],['2082598.2'],['421065.1']
