['12293.56'],['55614876.0'],['0.29189733']
['44722.395'],['96511670.0'],['0.4386581']
['45891.78'],['112283120.0'],['0.45627877']
['59338.227'],['124502824.0'],['0.47434863']
['63434.72'],['120814000.0'],['0.51699215']
['63596.973'],['121082390.0'],['0.5252851']
['60153.7'],['85750770.0'],['0.36354014']
['47936.656'],['55282780.0'],['0.12788707']
['37819.688'],['44618244.0'],['0.0179']
['30353.977'],['4685533.0'],['0.0179']
['25915.588'],['2485016.5'],['0.0179']
['20044.57'],['2485016.5'],['0.0179']
['18864.088'],['2485016.5'],['0.0179']
['20891.29'],['2485016.5'],['0.0179']
['21848.896'],['2485016.5'],['0.0179']
['19343.887'],['2485016.5'],['0.0179']
['20094.633'],['2485016.5'],['0.0179']
['18577.336'],['2485016.5'],['0.0179']
['17386.762'],['2485016.5'],['0.0179']
['11285.656'],['2485016.5'],['0.0179']
['17651.021'],['2485016.5'],['0.0179']
['16762.79'],['2485016.5'],['0.0179']
['17098.604'],['2485016.5'],['0.0179']
['16236.799'],['2485016.5'],['2485016.5']
