['28460.852'],['106052890.0'],['0.37263513']
['76418.586'],['136677170.0'],['0.56676036']
['91455.89'],['144515090.0'],['0.5287482']
['120661.33'],['154833330.0'],['0.56012934']
['125625.336'],['160948640.0'],['0.57338387']
['101688.77'],['156170000.0'],['0.5880438']
['102444.97'],['124817410.0'],['0.5503133']
['68912.92'],['67398344.0'],['0.0095']
['62685.656'],['35999336.0'],['0.0095']
['48911.81'],['30446988.0'],['0.0095']
['46819.977'],['43488290.0'],['0.0095']
['38929.66'],['47393470.0'],['0.0095']
['30209.717'],['38803308.0'],['0.0095']
['28787.145'],['26821544.0'],['0.0095']
['36674.08'],['18584928.0'],['0.0095']
['21277.287'],['16035135.0'],['0.0095']
['21307.79'],['14427510.0'],['0.0095']
['20462.625'],['10590963.0'],['0.0095']
['14855.289'],['12623332.0'],['0.0095']
['12616.408'],['12286649.0'],['0.0095']
['24786.654'],['5038321.5'],['0.0095']
['16454.799'],['6482294.5'],['0.0095']
['20699.557'],['8162238.5'],['0.0095']
['31625.777'],['8162238.5'],['39286080.0']
