['7846.376'],['3977094.2'],['0.032286324']
['8159.7017'],['3969892.5'],['0.037183344']
['8048.9595'],['4410991.0'],['0.035478126']
['8305.006'],['3603541.2'],['0.035478126']
['9487.996'],['5269849.0'],['0.035633083']
['8561.991'],['4294880.5'],['0.035321884']
['8905.574'],['2876819.5'],['0.029223671']
['8473.3125'],['4133853.5'],['0.035321884']
['8931.758'],['2919750.0'],['0.030022183']
['8089.568'],['3268279.0'],['0.030989377']
['8714.425'],['5076203.5'],['0.0393425']
['7925.1294'],['6044204.5'],['0.04313732']
['9269.526'],['4292108.5'],['0.038073752']
['9965.363'],['3564325.2'],['0.030798677']
['9548.441'],['3834744.2'],['0.033688102']
['8964.8955'],['5059027.5'],['0.03884955']
['8558.062'],['4123121.5'],['0.0350851']
['8550.198'],['4123121.5'],['6040519.0']
