['16573.062'],['11749911.0'],['0.059133887']
['20387.707'],['12760029.0'],['0.07415508']
['10383.941'],['12358733.0'],['0.0713004']
['18648.158'],['11933188.0'],['0.061611593']
['18852.66'],['12268269.0'],['0.076479405']
['18567.441'],['12099534.0'],['0.069474794']
['18217.924'],['12066100.0'],['0.061743326']
['14040.594'],['11077910.0'],['0.047561463']
['17829.34'],['11601852.0'],['0.050831314']
['19820.734'],['10700170.0'],['0.04263412']
['17982.555'],['10986630.0'],['0.04489811']
['16754.834'],['11583655.0'],['0.05339203']
['13284.533'],['11488782.0'],['0.052043755']
['18221.846'],['12213106.0'],['0.05670361']
['18426.969'],['11203765.0'],['0.048858147']
['18527.904'],['11765355.0'],['0.056387328']
['17450.979'],['11489503.0'],['0.048976768']
['17837.488'],['10900456.0'],['0.04455545']
['13820.955'],['11809416.0'],['0.050650526']
['12244.656'],['11203727.0'],['0.043477498']
['17280.635'],['10205782.0'],['0.038194522']
['17765.064'],['10525374.0'],['0.042578135']
['18375.818'],['10509472.0'],['0.04036291']
['17362.486'],['10509472.0'],['11267102.0']
