['2175.4043'],['1405070.0'],['0.010903968']
['3413.0383'],['1162132.5'],['0.010663638']
['2144.555'],['1448764.6'],['0.011278264']
['2111.9492'],['1238815.2'],['0.010703192']
['1782.83'],['2291771.8'],['0.011894756']
['2364.4924'],['1083656.1'],['0.010278897']
['1878.3313'],['1169943.0'],['0.010585127']
['2353.4087'],['1238948.0'],['0.011068248']
['2438.4175'],['1507195.1'],['0.011235843']
['2269.0288'],['1154266.0'],['0.010823052']
['2122.8423'],['1496054.9'],['0.0121722305']
['2240.303'],['1225560.5'],['0.010863408']
['2390.2495'],['1078455.5'],['0.010430462']
['2382.1707'],['1306558.8'],['0.011235843']
['2046.078'],['1471913.2'],['0.011493564']
['2258.4663'],['1524239.2'],['0.011986344']
['2332.6453'],['1164009.1'],['0.010823052']
['2235.751'],['1096095.8'],['0.010392282']
['2242.5771'],['1579197.6'],['0.011849296']
['2942.7327'],['1291572.9'],['0.01119363']
['2329.6711'],['1087391.4'],['0.010703192']
['2482.471'],['1135024.0'],['0.010663638']
['2251.6633'],['1163088.4'],['0.0107828975']
['2314.7722'],['1163088.4'],['1135669.5']
