['27427.434'],['9125534.0'],['0.048397314']
['22737.057'],['5675876.5'],['0.053429503']
['20683.547'],['9115696.0'],['0.07538503']
['27759.521'],['9415388.0'],['0.0793836']
['27849.076'],['9556425.0'],['0.08361069']
['28644.88'],['10496668.0'],['0.09027378']
['28197.205'],['8832121.0'],['0.074338734']
['25341.016'],['8849265.0'],['0.08170359']
['28225.646'],['9601724.0'],['0.08542118']
['27886.15'],['10020833.0'],['0.08633488']
['28248.557'],['9133760.0'],['0.07142032']
['23336.42'],['6458050.0'],['0.05361938']
['21379.438'],['8471688.0'],['0.06702938']
['27719.484'],['9510277.0'],['0.07471147']
['28544.965'],['8681275.0'],['0.06863802']
['24648.432'],['7319656.0'],['0.06168945']
['23685.512'],['7105077.0'],['0.06791383']
['23412.387'],['7296752.5'],['0.06144066']
['20390.32'],['9196354.0'],['0.07155471']
['21101.848'],['9520610.0'],['0.07970394']
['25656.188'],['8274631.5'],['0.074463405']
['21977.621'],['9863655.0'],['0.079968266']
['24637.57'],['7906764.0'],['0.06963248']
['23756.666'],['7906764.0'],['8838593.0']
