['17019.508'],['15504036.0'],['0.07089819']
['38926.16'],['20693102.0'],['0.082473956']
['28702.422'],['17541050.0'],['0.069421664']
['20162.678'],['17886062.0'],['0.07746038']
['17902.75'],['16396197.0'],['0.0731791']
['18184.055'],['19779814.0'],['0.08709713']
['22310.992'],['19439442.0'],['0.08596608']
['25620.885'],['21064104.0'],['0.08759971']
['22917.805'],['22203610.0'],['0.08942656']
['20530.166'],['22361836.0'],['0.089423805']
['22320.607'],['21901372.0'],['0.089249596']
['26270.076'],['21564190.0'],['0.08942776']
['24797.44'],['19409598.0'],['0.08384172']
['18204.703'],['18544544.0'],['0.0817561']
['18040.271'],['19196088.0'],['0.08693654']
['17702.512'],['19587444.0'],['0.08073538']
['24125.664'],['20759348.0'],['0.08786457']
['27358.201'],['20487956.0'],['0.08867141']
['28718.588'],['20201322.0'],['0.08623467']
['19092.412'],['19574106.0'],['0.08086698']
['16893.125'],['19707276.0'],['0.08352894']
['18684.178'],['18486456.0'],['0.07884346']
['18464.07'],['19400574.0'],['0.07913743']
['18773.484'],['19400574.0'],['21878972.0']
