['3891.7307'],['3374552.0'],['0.019991817']
['6610.1367'],['3162823.8'],['0.013530588']
['4168.454'],['4527720.5'],['0.017874038']
['5697.445'],['3969826.8'],['0.01580305']
['5100.978'],['4303457.0'],['0.015397331']
['5596.8613'],['4144545.5'],['0.017027993']
['6356.3726'],['4057162.2'],['0.01586978']
['4172.3413'],['4510513.0'],['0.016965749']
['5636.2773'],['4364929.5'],['0.016264826']
['5333.695'],['4491431.5'],['0.01677755']
['6244.1577'],['3592375.5'],['0.014342214']
['4431.3794'],['4471391.0'],['0.015601342']
['4561.785'],['4027794.8'],['0.015397331']
['5003.6055'],['4205276.5'],['0.01593625']
['5020.114'],['5181176.0'],['0.017696688']
['5780.173'],['3635824.2'],['0.016587142']
['5143.54'],['5003302.5'],['0.016965749']
['5383.9287'],['3114866.8'],['0.013903536']
['3349.3599'],['1949462.6'],['0.012764282']
['3032.2944'],['2824504.0'],['0.014124077']
['3565.0896'],['4111024.2'],['0.01613415']
['4332.7256'],['3930628.2'],['0.017027993']
['4619.8555'],['3629406.0'],['0.0163945']
['4112.4165'],['3629406.0'],['2028187.0']
