['155627.1'],['63805484.0'],['0.21044819']
['137257.69'],['47433410.0'],['0.16949013']
['122500.42'],['46529064.0'],['0.16850033']
['138143.22'],['49567044.0'],['0.17665386']
['139114.14'],['49631510.0'],['0.18579224']
['138266.92'],['50773176.0'],['0.19068262']
['146060.22'],['52147790.0'],['0.1851239']
['138232.23'],['53108650.0'],['0.18241172']
['137569.7'],['53604996.0'],['0.19119167']
['134161.2'],['55442284.0'],['0.1996025']
['151961.53'],['59357780.0'],['0.19983605']
['135320.9'],['51260336.0'],['0.1825488']
['128610.336'],['52338348.0'],['0.19042717']
['143136.4'],['56053876.0'],['0.1978923']
['145356.31'],['52140944.0'],['0.19332862']
['141609.28'],['53339340.0'],['0.19741522']
['144284.77'],['53162416.0'],['0.1991337']
['145136.11'],['55711320.0'],['0.19251662']
['145624.14'],['54782124.0'],['0.19621244']
['131216.11'],['49698980.0'],['0.18137844']
['133426.36'],['52490252.0'],['0.19530085']
['138052.66'],['58788052.0'],['0.20047536']
['138046.62'],['57718816.0'],['0.2001853']
['133198.36'],['57718816.0'],['64068496.0']
