['11845.187'],['8473578.0'],['0.033100624']
['10943.207'],['8791049.0'],['0.0327735']
['11492.701'],['8163611.5'],['0.033103965']
['11958.374'],['8727690.0'],['0.033111807']
['13087.553'],['7037041.5'],['0.030881118']
['11575.652'],['8008150.0'],['0.03261563']
['11230.431'],['8585766.0'],['0.03310675']
['11639.573'],['8078916.0'],['0.032865174']
['12290.644'],['8785498.0'],['0.032931313']
['12456.194'],['9090071.0'],['0.03212857']
['12327.834'],['8768909.0'],['0.033103965']
['11942.533'],['8255618.0'],['0.030537682']
['11285.462'],['9088203.0'],['0.032808755']
['11635.656'],['9117206.0'],['0.033061504']
['12082.126'],['9248651.0'],['0.032791987']
['11359.306'],['8909458.0'],['0.032663517']
['12220.341'],['8746232.0'],['0.032501124']
['11726.565'],['8746232.0'],['8195031.5']
