['144128.66'],['42548348.0'],['0.16240062']
['124277.49'],['40824820.0'],['0.1480116']
['131535.5'],['43281444.0'],['0.15077627']
['131249.17'],['34003560.0'],['0.12791301']
['120823.77'],['32111596.0'],['0.12214911']
['101309.695'],['33511154.0'],['0.12004297']
['92301.82'],['32171686.0'],['0.11547912']
['108507.65'],['32312360.0'],['0.11511292']
['100605.6'],['30640346.0'],['0.11920188']
['96183.586'],['30606766.0'],['0.11333647']
['98571.35'],['28935940.0'],['0.10922278']
['101314.34'],['28366176.0'],['0.10352769']
['87713.12'],['25436950.0'],['0.100797474']
['78602.25'],['32274650.0'],['0.12929317']
['86812.2'],['38731156.0'],['0.15785617']
['75633.766'],['45239944.0'],['0.1769769']
['76143.414'],['36361950.0'],['0.14557831']
['74011.11'],['36361950.0'],['40275360.0']
