['9298.713'],['28762844.0'],['0.06695576']
['11321.529'],['11058629.0'],['0.06754154']
['5749.897'],['27742256.0'],['0.1045126']
['18483.229'],['31804290.0'],['0.11659179']
['18384.422'],['28506472.0'],['0.113018446']
['15183.368'],['31624600.0'],['0.1179067']
['13990.01'],['20919274.0'],['0.091809675']
['9392.118'],['38317356.0'],['0.13378352']
['17919.541'],['32487282.0'],['0.119203486']
['17129.629'],['38516264.0'],['0.1355389']
['16079.959'],['27068160.0'],['0.103616856']
['10175.737'],['26045552.0'],['0.09957522']
['9746.716'],['33408164.0'],['0.11907461']
['16946.967'],['36084388.0'],['0.12725978']
['16005.552'],['30722508.0'],['0.11444984']
['16846.145'],['35368556.0'],['0.1248791']
['17894.16'],['25572124.0'],['0.098952964']
['17564.195'],['21388734.0'],['0.08658927']
['10766.688'],['19964236.0'],['0.08538213']
['8839.811'],['28228614.0'],['0.10554871']
['17145.295'],['36321104.0'],['0.12548071']
['17956.484'],['37894890.0'],['0.12980004']
['17959.38'],['30984556.0'],['0.1126057']
['18888.672'],['30984556.0'],['8844510.0']
