['68225.11'],['38420030.0'],['0.11042127']
['59201.176'],['21835522.0'],['0.075276844']
['51960.52'],['28902458.0'],['0.111357935']
['69638.2'],['33824760.0'],['0.1204028']
['67880.664'],['30677688.0'],['0.11720755']
['68223.67'],['32944672.0'],['0.11976751']
['69603.69'],['22357568.0'],['0.08228271']
['53172.08'],['31915318.0'],['0.11349719']
['67713.9'],['29529372.0'],['0.10460069']
['68369.31'],['34087220.0'],['0.12058309']
['69200.18'],['26093600.0'],['0.08285319']
['53220.324'],['22084598.0'],['0.076712616']
['51593.652'],['31916960.0'],['0.11268981']
['70343.44'],['32224710.0'],['0.106937736']
['69046.016'],['32174022.0'],['0.1085654']
['70134.31'],['27944806.0'],['0.09832979']
['70638.125'],['31841464.0'],['0.10737514']
['70407.766'],['28608406.0'],['0.08642049']
['55477.777'],['27033728.0'],['0.089603394']
['54085.445'],['32067084.0'],['0.10583342']
['70551.67'],['30985776.0'],['0.104431115']
['69907.24'],['33138934.0'],['0.1045442']
['71072.195'],['32522640.0'],['0.10231046']
['70731.22'],['32522640.0'],['34152670.0']
