['1229.9087'],['2591161.2'],['0.01651464']
['3221.7063'],['2614706.2'],['0.01612788']
['2078.9658'],['2390353.2'],['0.015609247']
['2204.9966'],['1854449.8'],['0.014061355']
['2249.9326'],['3008676.8'],['0.016461574']
['2292.853'],['3507606.5'],['0.0160745']
['2559.269'],['2375366.8'],['0.015409108']
['2029.3202'],['2469225.0'],['0.016041556']
['2672.987'],['2831421.2'],['0.016461574']
['3024.6528'],['2321735.0'],['0.015896123']
['2733.0151'],['2447791.8'],['0.016366674']
['2181.5442'],['2654795.8'],['0.016393121']
['2568.283'],['3122245.0'],['0.016276058']
['3328.0662'],['2275234.5'],['0.016041556']
['2745.741'],['2311982.8'],['0.015995232']
['2512.346'],['2577628.8'],['0.016393121']
['2332.0916'],['2911148.8'],['0.016417736']
['2019.5266'],['2079870.5'],['0.014941955']
['1999.8984'],['1897690.2'],['0.014380016']
['1365.0304'],['2352547.8'],['0.015671209']
['1495.0999'],['2005713.9'],['0.014765511']
['2178.9333'],['2103153.5'],['0.014941955']
['1967.661'],['1822423.2'],['0.014170454']
['1727.6755'],['1822423.2'],['2009750.5']
