['148.92938'],['47297.785'],['0.012714253']
['124.061806'],['119413.555'],['0.016158609']
['346.651'],['205334.42'],['0.01709148']
['351.00674'],['230065.56'],['0.017556593']
['291.67773'],['246325.8'],['0.017788796']
['360.64334'],['287877.88'],['0.01913823']
['350.39514'],['104337.46'],['0.015963845']
['331.88416'],['125503.24'],['0.01639214']
['340.1905'],['82254.5'],['0.015885904']
['332.8838'],['106569.18'],['0.016236473']
['350.14478'],['62436.285'],['0.015573925']
['270.96216'],['52567.082'],['0.015534905']
['18.0'],['46916.9'],['0.015573925']
['28.62241'],['46605.23'],['0.015573925']
['18.0'],['50188.29'],['0.015573925']
['18.0'],['48208.402'],['0.015534905']
['18.0'],['48918.31'],['0.015573925']
['18.0'],['46984.84'],['0.015495879']
['18.0'],['46157.188'],['0.015456849']
['18.0'],['44448.168'],['0.015534905']
['18.0'],['45236.605'],['0.015534905']
['18.0'],['49118.78'],['0.015534905']
['18.0'],['47203.3'],['0.015534905']
['18.0'],['47203.3'],['52331.008']
