['34074.395'],['29305620.0'],['0.06784412']
['35706.94'],['41335140.0'],['0.091324866']
['47192.51'],['29198558.0'],['0.06573909']
['32844.2'],['26623586.0'],['0.06401434']
['28242.738'],['26126754.0'],['0.06005058']
['31591.55'],['30933508.0'],['0.0728708']
['40605.973'],['27604358.0'],['0.0635856']
['32472.578'],['30132850.0'],['0.06509047']
['36429.45'],['33280498.0'],['0.07227278']
['37819.71'],['28016792.0'],['0.06202189']
['38236.246'],['28403856.0'],['0.062376134']
['35486.01'],['29858534.0'],['0.06516243']
['33614.188'],['33404076.0'],['0.072646335']
['35754.13'],['38804810.0'],['0.08026421']
['43071.305'],['34156784.0'],['0.088165455']
['41065.895'],['43457548.0'],['0.091243304']
['43377.793'],['36465096.0'],['0.08213447']
['42314.938'],['36005160.0'],['0.07925797']
['42433.734'],['37041980.0'],['0.07902644']
['39639.234'],['33175934.0'],['0.07377116']
['38226.25'],['30606290.0'],['0.0693093']
['39997.496'],['38783670.0'],['0.083390415']
['38709.168'],['30748880.0'],['0.06945643']
['38307.945'],['30748880.0'],['26491526.0']
