['43901.504'],['46140180.0'],['0.1860957']
['38838.3'],['43970804.0'],['0.16717133']
['43365.945'],['49492880.0'],['0.18485723']
['46306.69'],['48598052.0'],['0.17410776']
['43937.484'],['39462772.0'],['0.15066575']
['37442.715'],['42827956.0'],['0.16705589']
['25900.348'],['36850670.0'],['0.1322207']
['33740.434'],['34040132.0'],['0.12706873']
['35352.84'],['39763610.0'],['0.1416993']
['35041.73'],['38994492.0'],['0.13338396']
['35130.094'],['40628076.0'],['0.14111702']
['35680.8'],['39093650.0'],['0.13583381']
['31082.31'],['44790650.0'],['0.15260737']
['24712.45'],['39833936.0'],['0.1399446']
['33720.02'],['38869868.0'],['0.13229856']
['36053.863'],['37565900.0'],['0.1278732']
['35912.63'],['39472660.0'],['0.14097103']
['36272.508'],['39472660.0'],['44378776.0']
