['140373.14'],['71381660.0'],['0.14794794']
['141103.47'],['64655944.0'],['0.13844694']
['133861.36'],['69271870.0'],['0.14345625']
['140171.44'],['69221090.0'],['0.14586477']
['145861.83'],['71868856.0'],['0.14897615']
['138451.08'],['71589770.0'],['0.14563937']
['136848.95'],['75273390.0'],['0.14950824']
['139426.83'],['72680550.0'],['0.14881167']
['143841.73'],['75574680.0'],['0.14968948']
['155718.55'],['74225360.0'],['0.14845853']
['147728.31'],['70746060.0'],['0.14544064']
['140404.23'],['62982068.0'],['0.1374328']
['134394.44'],['66880276.0'],['0.14255182']
['132573.3'],['70144100.0'],['0.14661409']
['126759.61'],['66689870.0'],['0.14032306']
['139873.61'],['71281530.0'],['0.1438229']
['136973.44'],['73516296.0'],['0.149645']
['144133.62'],['73516296.0'],['78236840.0']
