['7936.2656'],['4183565.8'],['0.03107165']
['7382.756'],['5796107.5'],['0.039950863']
['6252.1074'],['4913332.0'],['0.037456065']
['5881.6157'],['5690093.5'],['0.042423636']
['6373.1543'],['4901190.0'],['0.037991017']
['6414.667'],['4314867.5'],['0.036271214']
['6554.525'],['5312460.5'],['0.039670676']
['6949.708'],['4538818.0'],['0.035699945']
['5974.074'],['4760156.0'],['0.036936007']
['6031.412'],['4101767.2'],['0.034492865']
['6851.9185'],['4582896.5'],['0.036325004']
['6976.6562'],['4808080.5'],['0.036271214']
['7434.831'],['4181635.0'],['0.033943214']
['6362.1816'],['4375311.5'],['0.035004325']
['6058.3584'],['4722662.5'],['0.035617366']
['6716.598'],['4664350.5'],['0.036054984']
['7516.7666'],['4449215.0'],['0.035088703']
['7601.166'],['6360386.0'],['0.042730093']
['7468.0273'],['4644494.0'],['0.036485747']
['7250.8047'],['4389281.0'],['0.035312496']
['7089.4473'],['4659208.5'],['0.036325004']
['6752.286'],['5117937.0'],['0.03853943']
['7074.684'],['5146332.5'],['0.03788999']
['7122.663'],['5146332.5'],['4594143.0']
