['92986.14'],['79910620.0'],['0.27727598']
['89778.08'],['84378776.0'],['0.2576567']
['90721.0'],['66003060.0'],['0.22667739']
['92025.78'],['67665210.0'],['0.22691622']
['96986.21'],['64156220.0'],['0.16406992']
['64570.016'],['64041720.0'],['0.13201322']
['23338.625'],['44589896.0'],['0.09867965']
['27248.393'],['58025430.0'],['0.13693283']
['24162.55'],['50963170.0'],['0.10832166']
['27497.607'],['50686290.0'],['0.109513536']
['30167.887'],['49090268.0'],['0.1056018']
['28254.008'],['50176452.0'],['0.10231772']
['27420.092'],['48987988.0'],['0.10352446']
['25240.215'],['25135192.0'],['0.09534894']
['18036.78'],['37285704.0'],['0.08419905']
['31066.104'],['58937320.0'],['0.12127012']
['27245.848'],['44602940.0'],['0.09042356']
['32371.193'],['44602940.0'],['32034356.0']
