['21598.16'],['16002951.0'],['0.085956596']
['14479.4'],['16895440.0'],['0.10315663']
['9412.873'],['9585496.0'],['0.06091055']
['6022.8237'],['11274477.0'],['0.07280959']
['6338.2'],['12647415.0'],['0.06774298']
['6364.1577'],['13072402.0'],['0.09212746']
['7655.821'],['13047361.0'],['0.085182816']
['7795.438'],['11502652.0'],['0.06789416']
['5267.249'],['9031769.0'],['0.04059884']
['5115.727'],['10649922.0'],['0.044734377']
['6581.957'],['14533407.0'],['0.073094']
['8405.687'],['16533872.0'],['0.069243066']
['8671.053'],['15913453.0'],['0.07615665']
['8075.0195'],['10293278.0'],['0.058852784']
['5394.509'],['16653223.0'],['0.08065676']
['6297.892'],['12808258.0'],['0.065676436']
['6120.9995'],['17687316.0'],['0.0872443']
['8780.272'],['19792526.0'],['0.10889529']
['9291.15'],['17413022.0'],['0.095517725']
['8278.356'],['9857460.0'],['0.047998823']
['7503.5396'],['16042954.0'],['0.07877171']
['7122.6553'],['12478260.0'],['0.074011415']
['7641.9194'],['16318963.0'],['0.07916585']
['7459.932'],['16318963.0'],['17787440.0']
