['10753.406'],['5996945.0'],['0.028591909']
['15178.099'],['4551290.5'],['0.024023497']
['12173.765'],['4734361.5'],['0.024169037']
['11185.6875'],['5254513.0'],['0.026096258']
['11850.591'],['5031849.5'],['0.02560329']
['11540.209'],['5010492.0'],['0.025319505']
['10246.8'],['4728438.5'],['0.024531197']
['10761.74'],['4464681.5'],['0.02347429']
['11569.429'],['4560904.0'],['0.023694625']
['11373.233'],['4768171.5'],['0.024422802']
['12163.947'],['4778385.0'],['0.023950582']
['12212.96'],['4407075.5'],['0.022882458']
['11532.303'],['4611580.0'],['0.024350418']
['13343.921'],['4859990.5'],['0.02456728']
['12855.246'],['4853240.0'],['0.024458958']
['12142.0205'],['4980772.5'],['0.02514136']
['11305.897'],['4815503.5'],['0.024132688']
['11532.303'],['4742784.5'],['0.02424166']
['12176.783'],['4809458.5'],['0.024169037']
['12635.041'],['4904722.0'],['0.024458958']
['12961.404'],['5116948.0'],['0.025815133']
['12649.6'],['5583599.5'],['0.027751274']
['10662.273'],['3993354.2'],['0.020568749']
['11537.838'],['3993354.2'],['6073181.5']
