['1006.2963'],['125944.805'],['0.01668452']
['1103.8264'],['224690.53'],['0.017120427']
['1104.3458'],['177776.34'],['0.017135717']
['1073.7766'],['135067.81'],['0.01716547']
['1105.0377'],['165766.05'],['0.017160589']
['1011.9477'],['170447.22'],['0.017160589']
['1043.5029'],['168822.53'],['0.017150732']
['1052.1935'],['200164.56'],['0.017145757']
['1050.4194'],['184822.48'],['0.017150732']
['1088.0442'],['122396.64'],['0.017221687']
['1105.4419'],['146542.56'],['0.01716547']
['1087.1567'],['152769.6'],['0.017184697']
['1054.1542'],['123654.09'],['0.017198795']
['1085.9835'],['206415.7'],['0.017140754']
['1022.19116'],['194143.14'],['0.017150732']
['1090.6896'],['163342.34'],['0.017175144']
['1089.514'],['139086.73'],['0.017221687']
['1062.0216'],['162116.83'],['0.01721717']
['1091.5978'],['213267.06'],['0.017140754']
['1014.2764'],['220309.92'],['0.017135717']
['1056.2891'],['216987.19'],['0.017135717']
['1072.0632'],['199835.12'],['0.017150732']
['1105.214'],['162686.98'],['0.017155675']
['1104.6366'],['162686.98'],['169574.3']
