['13921.299'],['9366174.0'],['0.03651809']
['24832.13'],['17447230.0'],['0.08002417']
['15497.432'],['14488556.0'],['0.069214895']
['17443.002'],['14185880.0'],['0.06895665']
['16900.596'],['14639579.0'],['0.07123957']
['17838.354'],['13022961.0'],['0.05957322']
['17727.992'],['14140935.0'],['0.06438778']
['17216.8'],['13166547.0'],['0.05755197']
['16413.123'],['12948882.0'],['0.060366314']
['16768.443'],['15028598.0'],['0.0700674']
['17542.516'],['17836234.0'],['0.06649032']
['16149.344'],['11177075.0'],['0.047411904']
['14509.794'],['13713138.0'],['0.055999592']
['15886.995'],['15552247.0'],['0.0610531']
['16609.871'],['14038648.0'],['0.05589498']
['16286.81'],['13497412.0'],['0.055264372']
['15341.83'],['16590290.0'],['0.06558474']
['16878.625'],['14475019.0'],['0.058367096']
['17170.113'],['14848201.0'],['0.05589498']
['15535.953'],['14384022.0'],['0.056416634']
['18013.273'],['14780688.0'],['0.057858683']
['17048.77'],['14957035.0'],['0.056416634']
['17666.072'],['12069434.0'],['0.049358394']
['15762.2705'],['12069434.0'],['13868783.0']
