['33423.34'],['24544482.0'],['0.060122132']
['40688.36'],['18067546.0'],['0.045509137']
['37098.066'],['19983138.0'],['0.050728623']
['36027.977'],['21613194.0'],['0.051518347']
['34751.008'],['17412440.0'],['0.042785473']
['34615.55'],['21061382.0'],['0.051202312']
['35233.523'],['18887030.0'],['0.04797443']
['35870.562'],['15227025.0'],['0.03742792']
['34183.098'],['15481166.0'],['0.039732035']
['33912.32'],['16470376.0'],['0.040657327']
['35232.906'],['16694864.0'],['0.041198026']
['35505.633'],['16434742.0'],['0.04100484']
['35078.02'],['18600306.0'],['0.046368547']
['34037.363'],['16751589.0'],['0.040618733']
['34190.133'],['17103882.0'],['0.04232025']
['35104.637'],['16974900.0'],['0.041623347']
['35795.566'],['16457325.0'],['0.04286306']
['35850.246'],['15879302.0'],['0.039809067']
['34375.098'],['17913834.0'],['0.04371742']
['36446.035'],['18398462.0'],['0.046446756']
['34774.12'],['16539631.0'],['0.040001694']
['34296.03'],['16817028.0'],['0.04197166']
['34525.484'],['17102488.0'],['0.04142997']
['35775.266'],['17102488.0'],['16104320.0']
