['14839.804'],['10107204.0'],['0.028772732']
['14840.424'],['4642795.5'],['0.018589294']
['3082.2095'],['3594139.2'],['0.017985567']
['6115.2793'],['5448427.5'],['0.021124179']
['8135.5024'],['7897986.0'],['0.025375515']
['14758.629'],['8681038.0'],['0.027296565']
['13658.851'],['10277704.0'],['0.029322196']
['9978.139'],['4787873.5'],['0.021609832']
['12417.319'],['4507630.0'],['0.019639447']
['9849.218'],['3407441.0'],['0.01746533']
['9147.186'],['5835212.5'],['0.022302303']
['13826.751'],['5293405.5'],['0.022302303']
['9709.908'],['2894013.5'],['0.01671025']
['6371.5894'],['4418324.0'],['0.018589294']
['6034.4126'],['5518168.0'],['0.022152092']
['9748.57'],['10326112.0'],['0.029322196']
['13089.453'],['8010262.0'],['0.026011469']
['14088.872'],['9677078.0'],['0.028572205']
['14204.854'],['4957873.0'],['0.02053261']
['6369.9404'],['4086211.0'],['0.019171061']
['7474.4053'],['7259311.0'],['0.024948897']
['14280.3955'],['6550702.0'],['0.023885205']
['9002.8545'],['6735918.5'],['0.023693386']
['12535.589'],['6735918.5'],['7683895.5']
