['31703.303'],['30061996.0'],['0.09687644']
['29787.725'],['27569148.0'],['0.08619337']
['29712.281'],['24680962.0'],['0.07113499']
['29904.2'],['25233838.0'],['0.07019073']
['28195.719'],['25370284.0'],['0.07591932']
['29133.893'],['25866260.0'],['0.079444475']
['30367.912'],['25905040.0'],['0.07525341']
['27788.383'],['26200368.0'],['0.08028231']
['30006.758'],['25706408.0'],['0.07291512']
['29526.264'],['26584806.0'],['0.08393157']
['30702.332'],['27014666.0'],['0.086256824']
['27589.988'],['25968458.0'],['0.07450671']
['24303.861'],['26294276.0'],['0.08152059']
['31515.406'],['26864810.0'],['0.08682497']
['30712.006'],['26882986.0'],['0.08581132']
['31501.238'],['26192738.0'],['0.07672538']
['31462.22'],['26895734.0'],['0.083137535']
['33214.445'],['24766216.0'],['0.06883461']
['28636.709'],['28262726.0'],['0.082736924']
['27702.965'],['26790406.0'],['0.08536262']
['32195.46'],['29172240.0'],['0.08720085']
['30023.018'],['30503442.0'],['0.09042216']
['31329.543'],['28813868.0'],['0.08386577']
['30436.076'],['28813868.0'],['28509090.0']
