['7681.798'],['7677880.5'],['0.05228144']
['6801.943'],['6352799.0'],['0.042553842']
['6104.889'],['7172641.0'],['0.0436845']
['6873.3184'],['8416234.0'],['0.050268035']
['7563.7407'],['10504995.0'],['0.05565685']
['7023.0986'],['8835576.0'],['0.050570272']
['6820.6084'],['9643111.0'],['0.05573616']
['6266.2324'],['11200440.0'],['0.05649406']
['6936.7065'],['11116922.0'],['0.056104034']
['7429.8276'],['9608789.0'],['0.052223604']
['6492.888'],['9357682.0'],['0.05066052']
['6650.9873'],['9072457.0'],['0.04959554']
['5827.1265'],['7973393.0'],['0.048155155']
['7120.148'],['8246753.5'],['0.046896897']
['6165.683'],['7678273.5'],['0.046896897']
['5885.409'],['9187482.0'],['0.047449607']
['6523.4546'],['7261513.5'],['0.043614563']
['6362.2017'],['7191772.0'],['0.04600543']
['6013.7144'],['11340613.0'],['0.05763889']
['5009.3784'],['7208204.0'],['0.046864174']
['5984.422'],['8485528.0'],['0.050085668']
['6783.588'],['9595430.0'],['0.051581934']
['6369.3745'],['8722979.0'],['0.04699491']
['5068.25'],['8722979.0'],['10922802.0']
