['64170.855'],['46813612.0'],['0.23920353']
['73620.88'],['62287096.0'],['0.26021132']
['64723.836'],['51446456.0'],['0.21371031']
['64241.97'],['50952420.0'],['0.20463341']
['62142.004'],['48357196.0'],['0.1937916']
['59994.082'],['47564380.0'],['0.21290706']
['63160.508'],['55682644.0'],['0.23973295']
['64111.74'],['45400184.0'],['0.20708211']
['62396.785'],['46489250.0'],['0.20143111']
['57895.133'],['47767660.0'],['0.21282665']
['60998.387'],['53475056.0'],['0.22535568']
['60114.01'],['44235216.0'],['0.18501087']
['65451.44'],['53646880.0'],['0.24394381']
['64755.215'],['52104764.0'],['0.26285687']
['61031.805'],['47072980.0'],['0.23379526']
['62050.254'],['56708584.0'],['0.2686536']
['63111.47'],['51348252.0'],['0.25413567']
['64998.754'],['48720550.0'],['0.25819683']
['69286.07'],['48959356.0'],['0.26675498']
['70701.01'],['48960950.0'],['0.23761119']
['70629.805'],['50436490.0'],['0.23965734']
['66445.91'],['47010916.0'],['0.2304857']
['65138.01'],['47574430.0'],['0.23532581']
['64636.17'],['47574430.0'],['45406692.0']
