['13112.266'],['9089019.0'],['0.05124794']
['21706.943'],['5490736.0'],['0.040758647']
['10795.562'],['5997338.0'],['0.043020014']
['14437.178'],['6593423.5'],['0.044538043']
['17351.523'],['7551617.5'],['0.049986433']
['17844.396'],['7342243.5'],['0.047014304']
['18020.21'],['8836046.0'],['0.050964963']
['15941.661'],['5050767.5'],['0.037061784']
['17366.28'],['8832255.0'],['0.04714475']
['14965.515'],['7308249.0'],['0.044048496']
['17173.34'],['8108820.0'],['0.04598295']
['17190.756'],['5504350.5'],['0.032607466']
['16707.662'],['6690771.5'],['0.041639294']
['19794.723'],['6032622.5'],['0.037061784']
['18377.607'],['5478759.0'],['0.030919448']
['13193.833'],['4866328.0'],['0.02853514']
['14561.947'],['6743943.0'],['0.03775791']
['12178.468'],['9931989.0'],['0.04477675']
['13762.264'],['9483383.0'],['0.040354397']
['11713.42'],['8297725.5'],['0.038545992']
['12594.167'],['5677494.0'],['0.028070712']
['10784.142'],['3909139.5'],['0.022231638']
['9352.105'],['3905920.2'],['0.021332368']
['9933.045'],['3905920.2'],['6920793.0']
