['52765.695'],['31397560.0'],['0.12416974']
['43781.777'],['33178304.0'],['0.13694634']
['48705.27'],['34889564.0'],['0.13576284']
['50726.43'],['32821524.0'],['0.12048982']
['50228.504'],['32954406.0'],['0.12926763']
['47590.49'],['39830216.0'],['0.14636794']
['48747.23'],['39372864.0'],['0.14649478']
['45877.867'],['31820644.0'],['0.11905127']
['47418.766'],['34254556.0'],['0.12470096']
['46456.605'],['36159024.0'],['0.13403279']
['49211.84'],['34457616.0'],['0.129825']
['45528.348'],['32194166.0'],['0.13466106']
['44037.94'],['32601324.0'],['0.12438253']
['47265.023'],['32094306.0'],['0.12010424']
['48822.97'],['31431390.0'],['0.11982805']
['49283.09'],['35957716.0'],['0.13708737']
['49662.61'],['33118598.0'],['0.129572']
['50556.81'],['31477882.0'],['0.122452766']
['45460.348'],['36170480.0'],['0.13954477']
['45643.633'],['30856148.0'],['0.11634902']
['47838.4'],['31692028.0'],['0.12147546']
['48928.61'],['33702336.0'],['0.1270603']
['49794.363'],['32200400.0'],['0.12239869']
['49211.355'],['32200400.0'],['31822058.0']
