['9753.708'],['6718566.0'],['0.026619857']
['13098.31'],['5188967.5'],['0.025263024']
['13023.657'],['3665153.5'],['0.020854035']
['8131.9478'],['3176314.0'],['0.019690894']
['9055.767'],['4028862.8'],['0.021342667']
['9321.754'],['4344492.5'],['0.022460066']
['10831.742'],['4533060.5'],['0.023774669']
['12082.174'],['3597050.0'],['0.019352606']
['8369.386'],['3033399.2'],['0.01779713']
['8832.302'],['5395705.5'],['0.024600973']
['12181.492'],['5267513.5'],['0.023161758']
['11102.806'],['5660976.0'],['0.025043735']
['10195.216'],['4696393.0'],['0.020607509']
['9182.355'],['3480040.0'],['0.019942867']
['8987.959'],['3711083.8'],['0.019606572']
['8464.482'],['5599218.5'],['0.024896767']
['10535.603'],['3491579.8'],['0.020854035']
['11562.535'],['7411714.5'],['0.02858634']
['14819.518'],['5349130.0'],['0.025263024']
['12237.724'],['4454044.0'],['0.022460066']
['8983.162'],['5132789.0'],['0.024377495']
['11347.665'],['3380686.5'],['0.019942867']
['10132.27'],['3156040.2'],['0.019859042']
['9512.762'],['3156040.2'],['5252679.0']
