['5505.49'],['944412.75'],['0.0122090345']
['5445.6294'],['830771.25'],['0.010892037']
['4056.5293'],['877854.0'],['0.011431213']
['5548.795'],['860866.5'],['0.011144249']
['4674.673'],['897309.06'],['0.011410973']
['4819.841'],['835387.2'],['0.011060823']
['5261.168'],['899321.7'],['0.011431213']
['4704.647'],['938818.7'],['0.011885963']
['5277.6514'],['920858.7'],['0.011390694']
['5335.8867'],['1430524.2'],['0.014801188']
['5451.492'],['1015070.7'],['0.012840305']
['5005.5864'],['920571.94'],['0.011288703']
['5028.875'],['889011.9'],['0.011268186']
['5417.3164'],['914640.6'],['0.011631456']
['5296.575'],['879016.2'],['0.011247629']
['5398.5625'],['925526.0'],['0.011451414']
['5321.644'],['953800.5'],['0.011769309']
['5539.2954'],['1049174.6'],['0.011808347']
['5423.2217'],['944483.8'],['0.0116710365']
['5511.9595'],['890851.2'],['0.011329618']
['5476.456'],['914330.56'],['0.011329618']
['5439.205'],['871408.44'],['0.011247629']
['5526.55'],['896941.5'],['0.011431213']
['5575.807'],['896941.5'],['951056.9']
