['3666.1318'],['5712498.0'],['0.03593136']
['5911.7617'],['4898738.0'],['0.030877445']
['4783.1113'],['4803909.0'],['0.030255903']
['5906.1094'],['5373827.0'],['0.033986256']
['5323.636'],['5447538.0'],['0.030186066']
['5568.595'],['4233494.5'],['0.025058731']
['4668.773'],['8122125.5'],['0.043370545']
['4292.6123'],['3512927.0'],['0.026098242']
['5049.662'],['5090631.5'],['0.0293358']
['4956.7554'],['4029343.0'],['0.031217359']
['5848.6187'],['3465704.2'],['0.02185103']
['5475.203'],['5786898.5'],['0.02718575']
['5397.122'],['3045500.8'],['0.023655307']
['4551.683'],['3374405.5'],['0.024651187']
['5138.4805'],['3435320.0'],['0.02489623']
['5461.8057'],['4713812.0'],['0.033366524']
['5125.583'],['4990838.0'],['0.028388854']
['5962.516'],['3718622.2'],['0.026019303']
['6284.3545'],['5666672.0'],['0.02801738']
['5820.176'],['4484348.5'],['0.022977276']
['5098.8887'],['4881864.0'],['0.027109155']
['5902.0693'],['3899886.0'],['0.025542095']
['5354.9404'],['4882992.5'],['0.028388854']
['3828.2844'],['4882992.5'],['2213567.5']
