['54487.035'],['17969912.0'],['0.075947315']
['83920.62'],['17377962.0'],['0.058784742']
['56638.652'],['17000944.0'],['0.05586754']
['52967.746'],['17319638.0'],['0.061243985']
['56066.18'],['17130486.0'],['0.05548575']
['59373.133'],['17456736.0'],['0.06281343']
['65335.785'],['17612644.0'],['0.061621152']
['60852.39'],['17186584.0'],['0.05815207']
['60233.63'],['17658586.0'],['0.06368989']
['60462.766'],['17376102.0'],['0.059416566']
['64695.8'],['17063526.0'],['0.058088753']
['59074.688'],['17189692.0'],['0.05815207']
['55976.477'],['17117928.0'],['0.055931143']
['61029.613'],['17316244.0'],['0.05732834']
['61292.402'],['17515236.0'],['0.0625627']
['60623.633'],['19305900.0'],['0.072414964']
['59260.76'],['17405202.0'],['0.061683983']
['64045.527'],['17558252.0'],['0.066681296']
['60837.0'],['18906948.0'],['0.07872408']
['58293.33'],['17338746.0'],['0.060299676']
['56948.65'],['17839634.0'],['0.06730182']
['58202.508'],['17428910.0'],['0.06331448']
['60368.59'],['17460346.0'],['0.06312665']
['56983.547'],['17460346.0'],['17623972.0']
