['101128.24'],['58311956.0'],['0.16044956']
['156266.14'],['34069136.0'],['0.11690796']
['97348.664'],['33975550.0'],['0.10440398']
['105605.51'],['39916492.0'],['0.12196896']
['109607.5'],['45191620.0'],['0.13500687']
['115182.945'],['36131050.0'],['0.11826003']
['115726.3'],['48543800.0'],['0.14409174']
['97515.41'],['36170412.0'],['0.12053758']
['98139.95'],['46682324.0'],['0.14046882']
['100955.26'],['40205736.0'],['0.12516111']
['101172.92'],['42743660.0'],['0.1360024']
['91299.64'],['30072306.0'],['0.09857129']
['95339.45'],['37409956.0'],['0.1106317']
['97730.5'],['38883772.0'],['0.12482559']
['95257.2'],['35232460.0'],['0.11462232']
['117033.17'],['39005124.0'],['0.11901978']
['92654.86'],['39891856.0'],['0.12809205']
['93708.8'],['43546892.0'],['0.11792218']
['84639.25'],['40000710.0'],['0.12281002']
['89503.36'],['43005244.0'],['0.13234694']
['90997.37'],['37386908.0'],['0.11326551']
['84875.92'],['31607258.0'],['0.10166292']
['87457.945'],['41880304.0'],['0.105942875']
['97290.88'],['41880304.0'],['31486606.0']
