['76918.41'],['22852066.0'],['0.110495396']
['91654.516'],['22769794.0'],['0.10653008']
['76679.07'],['21598454.0'],['0.098290294']
['67624.89'],['21868120.0'],['0.09918856']
['69578.22'],['21392636.0'],['0.09675846']
['66768.6'],['22097834.0'],['0.10273855']
['69574.57'],['22081228.0'],['0.10220067']
['74887.88'],['21818662.0'],['0.09688449']
['68925.73'],['21847680.0'],['0.09675846']
['68763.555'],['22007880.0'],['0.09873997']
['74411.11'],['22051792.0'],['0.10065142']
['72624.17'],['23220522.0'],['0.108595446']
['75403.2'],['22136078.0'],['0.10102148']
['75145.89'],['21602846.0'],['0.098190226']
['73110.24'],['21824102.0'],['0.10060202']
['76064.5'],['21963564.0'],['0.10107077']
['75987.19'],['22187148.0'],['0.103542365']
['82501.59'],['23109140.0'],['0.10843021']
['87471.26'],['22822874.0'],['0.105692']
['82939.97'],['22432220.0'],['0.10373668']
['73195.03'],['21724534.0'],['0.10045374']
['74365.38'],['22413710.0'],['0.1014154']
['73797.92'],['21523480.0'],['0.09587401']
['73700.055'],['21523480.0'],['22502716.0']
