['26396.477'],['8945253.0'],['0.05209759']
['25719.37'],['10344696.0'],['0.05369159']
['26852.135'],['10003321.0'],['0.052650068']
['26325.629'],['10183441.0'],['0.05369159']
['27274.17'],['9582289.0'],['0.05284546']
['26853.014'],['9148319.0'],['0.052499015']
['25144.451'],['9607448.0'],['0.05204356']
['26434.89'],['9517939.0'],['0.052435923']
['27074.258'],['10523366.0'],['0.05333617']
['29194.145'],['10031167.0'],['0.05321113']
['27508.277'],['9985976.0'],['0.05354591']
['28573.893'],['9549698.0'],['0.05280517']
['26202.59'],['9437439.0'],['0.052664645']
['26419.857'],['9827644.0'],['0.052560586']
['27102.787'],['9797231.0'],['0.05292345']
['26741.229'],['10466137.0'],['0.053702235']
['28098.432'],['9764844.0'],['0.05170147']
['27594.629'],['9764844.0'],['9295500.0']
