['2543.9956'],['5331294.0'],['0.021451984']
['3486.3882'],['7686686.5'],['0.02998414']
['4867.2393'],['5772919.5'],['0.028935391']
['5673.9966'],['7009176.5'],['0.028409824']
['5151.5693'],['7346159.5'],['0.0284569']
['4658.435'],['6917787.0'],['0.028215686']
['5896.178'],['5774953.0'],['0.025354618']
['5374.6157'],['3602913.5'],['0.018113703']
['5443.2134'],['7448553.5'],['0.028503401']
['6895.6846'],['6746433.0'],['0.030478416']
['6321.124'],['7513598.0'],['0.030095']
['7364.76'],['6687333.5'],['0.03000133']
['8772.957'],['7665104.5'],['0.030521337']
['6858.054'],['7503782.0'],['0.030379543']
['6352.2065'],['7177844.5'],['0.029754711']
['6292.462'],['7047388.0'],['0.02806393']
['6930.0615'],['7647565.5'],['0.030262126']
['7004.2485'],['5899546.0'],['0.028549328']
['6222.7227'],['7379971.0'],['0.02806393']
['6951.623'],['4956888.0'],['0.028203448']
['5477.025'],['7088395.0'],['0.02872732']
['6274.429'],['7607543.0'],['0.030029655']
['4196.611'],['6522105.0'],['0.02806393']
['4095.766'],['6522105.0'],['2412167.8']
