['30379.252'],['9422077.0'],['0.030470233']
['25811.217'],['34642450.0'],['0.16841342']
['58030.48'],['31864144.0'],['0.16867979']
['64763.28'],['38362310.0'],['0.2270217']
['65972.195'],['43485684.0'],['0.28725785']
['69679.12'],['41955616.0'],['0.2087674']
['66074.91'],['32483656.0'],['0.16938972']
['36880.457'],['38496220.0'],['0.16226292']
['48576.81'],['27630424.0'],['0.1096261']
['40431.887'],['31323076.0'],['0.12487514']
['38523.72'],['17978742.0'],['0.076222375']
['23231.174'],['22900680.0'],['0.06982051']
['17912.195'],['26378860.0'],['0.09489882']
['28924.443'],['17720372.0'],['0.07307569']
['28445.148'],['19559838.0'],['0.08638216']
['29194.604'],['20150024.0'],['0.08579879']
['28131.104'],['17493176.0'],['0.07386325']
['27104.627'],['15862429.0'],['0.056997076']
['21687.06'],['12831258.0'],['0.05729707']
['17940.443'],['18218520.0'],['0.07386325']
['31287.498'],['15095974.0'],['0.06069118']
['29999.725'],['13315302.0'],['0.06516659']
['28525.906'],['19077832.0'],['0.0841441']
['33630.94'],['19077832.0'],['15642155.0']
