['8045.2744'],['10576981.0'],['0.06270744']
['12111.205'],['4459396.0'],['0.027211973']
['12102.464'],['6278292.0'],['0.035175823']
['11790.925'],['4995858.5'],['0.02554684']
['9978.0'],['4370918.0'],['0.02554684']
['10213.675'],['4976200.5'],['0.026740711']
['10652.273'],['4263789.0'],['0.025627134']
['10094.061'],['4362482.5'],['0.025947308']
['9590.788'],['3243883.5'],['0.021571731']
['10352.259'],['4687995.0'],['0.026503738']
['10757.938'],['3908120.0'],['0.024738302']
['10704.274'],['5938783.5'],['0.031514615']
['11141.264'],['4324496.0'],['0.027055278']
['10198.116'],['4589597.5'],['0.026661823']
['10475.383'],['6238820.0'],['0.02875726']
['10797.931'],['4967928.0'],['0.03266726']
['10758.49'],['6400802.5'],['0.038979895']
['11425.971'],['6958979.5'],['0.042506836']
['10803.896'],['5032168.5'],['0.036120396']
['10288.366'],['3773712.2'],['0.028297776']
['9613.156'],['3251049.5'],['0.022419685']
['9434.116'],['4399881.0'],['0.024001889']
['11771.684'],['5219495.5'],['0.027989507']
['11851.06'],['5219495.5'],['3915567.5']
