['7879.6553'],['3247646.2'],['0.028263643']
['5647.3315'],['2930424.5'],['0.029357338']
['8207.137'],['3284208.5'],['0.029891405']
['8819.759'],['3238099.2'],['0.02947866']
['7985.967'],['2839439.2'],['0.026752535']
['6999.5054'],['3986024.8'],['0.030377187']
['9786.658'],['4623451.5'],['0.034066577']
['8171.5747'],['4105104.2'],['0.033006236']
['8953.255'],['3903802.0'],['0.031867497']
['8793.744'],['4184084.5'],['0.03317609']
['8350.27'],['2140928.5'],['0.01919345']
['3370.7498'],['591967.94'],['0.011961041']
['1036.6394'],['600772.4'],['0.01152324']
['1164.8245'],['343731.47'],['0.010781622']
['739.9256'],['326774.1'],['0.010177477']
['747.3385'],['589704.1'],['0.0110800695']
['440.3298'],['244858.1'],['0.009563593']
['1029.3218'],['244858.1'],['496331.4']
