['16480.215'],['8076796.5'],['0.024099646']
['24068.055'],['3700465.0'],['0.016329808']
['7186.994'],['4553314.5'],['0.019154495']
['11174.855'],['3987245.8'],['0.01893374']
['13248.771'],['6171530.0'],['0.023761904']
['10336.617'],['6096072.0'],['0.021763498']
['10602.64'],['7594092.0'],['0.024457809']
['17869.008'],['3875955.0'],['0.017832033']
['11817.055'],['3732957.5'],['0.017235814']
['10202.243'],['4986304.5'],['0.019985158']
['11774.291'],['6201907.0'],['0.022404501']
['16707.97'],['7479150.0'],['0.024539435']
['16008.4795'],['6993860.5'],['0.02392247']
['17308.25'],['7625075.5'],['0.02420268']
['17937.486'],['7477248.0'],['0.024330901']
['18555.959'],['6197231.5'],['0.02315912']
['16912.127'],['6626517.5'],['0.02368707']
['16352.383'],['7407476.0'],['0.024330901']
['14223.215'],['6144813.0'],['0.022446645']
['13378.209'],['5457885.0'],['0.021190844']
['12123.195'],['4629568.5'],['0.019440614']
['10164.4'],['3633775.8'],['0.017996754']
['12240.233'],['5249563.0'],['0.021245487']
['12124.058'],['5249563.0'],['7565748.5']
