['30170.67'],['22889200.0'],['0.08599477']
['28234.188'],['24304392.0'],['0.096077226']
['27033.605'],['25247148.0'],['0.095248796']
['30602.783'],['25123014.0'],['0.094127014']
['29654.016'],['25478592.0'],['0.100592315']
['29782.102'],['25299332.0'],['0.09693817']
['29848.355'],['25393840.0'],['0.099923216']
['27348.988'],['22915984.0'],['0.088018596']
['29234.943'],['23547584.0'],['0.091498554']
['29916.078'],['23462136.0'],['0.0920488']
['30766.184'],['22016832.0'],['0.088652']
['26168.309'],['22094414.0'],['0.088614784']
['25809.285'],['22674436.0'],['0.08980242']
['31864.592'],['24192166.0'],['0.09325444']
['31517.324'],['22265726.0'],['0.088093214']
['30991.332'],['23162512.0'],['0.08693396']
['29830.768'],['23796922.0'],['0.08909803']
['30192.262'],['23736536.0'],['0.090688996']
['26167.203'],['21569382.0'],['0.085089535']
['25034.72'],['25455518.0'],['0.107973']
['30668.51'],['25322098.0'],['0.09875576']
['31938.125'],['25191814.0'],['0.09708131']
['33352.414'],['23072242.0'],['0.09076272']
['31429.12'],['23072242.0'],['26352996.0']
