['80.1991'],['583048.4'],['0.019012112']
['143.40973'],['213867.38'],['0.017520655']
['115.64'],['712184.94'],['0.022332322']
['141.70831'],['263579.8'],['0.01929967']
['110.302444'],['231180.02'],['0.019881954']
['104.02273'],['358770.34'],['0.021021603']
['127.062614'],['422620.25'],['0.021776313']
['215.35185'],['264525.4'],['0.021218624']
['197.0411'],['246354.52'],['0.02185201']
['149.32901'],['193165.67'],['0.021826886']
['125.3179'],['180065.3'],['0.019228606']
['109.4088'],['225694.67'],['0.020549497']
['62.28796'],['185933.67'],['0.018095003']
['87.613525'],['169823.12'],['0.020457523']
['93.12521'],['372881.8'],['0.01929967']
['87.613525'],['202118.36'],['0.019440157']
['75.52691'],['202118.36'],['173972.7']
