['1995.3868'],['1220697.0'],['0.01303734']
['2039.2145'],['1147761.5'],['0.012211788']
['2106.8425'],['1036004.75'],['0.011755026']
['1933.9336'],['1221868.2'],['0.012409841']
['1925.0471'],['1165948.6'],['0.012377762']
['1785.6721'],['1245480.6'],['0.0121076815']
['1535.6016'],['1247824.0'],['0.012738774']
['1670.778'],['1252980.1'],['0.012279301']
['2106.2957'],['1223982.8'],['0.012262563']
['2105.2092'],['1183669.8'],['0.01232895']
['1873.2139'],['1113763.2'],['0.011755026']
['2017.2424'],['1097459.9'],['0.011963497']
['1898.2968'],['1254012.5'],['0.01212527']
['1856.6346'],['1056616.9'],['0.011656283']
['2044.7343'],['1146702.8'],['0.01181307']
['1680.1642'],['1362338.8'],['0.012752701']
['2047.5757'],['1195650.9'],['0.01232895']
['2101.1738'],['1195650.9'],['1407937.2']
