['23230.633'],['4448744.0'],['0.016655015']
['28685.55'],['6651750.5'],['0.020458233']
['40753.348'],['3585388.2'],['0.01503105']
['22649.916'],['3237693.5'],['0.014457361']
['22823.752'],['3081178.5'],['0.013781278']
['19714.45'],['3482117.2'],['0.01471795']
['24695.592'],['5589825.5'],['0.017391508']
['33570.652'],['2773360.0'],['0.013262715']
['15961.613'],['2653504.0'],['0.013055671']
['14296.704'],['3075528.5'],['0.01362557']
['17498.352'],['3492381.5'],['0.015083274']
['26036.766'],['3272451.0'],['0.014301153']
['21824.34'],['2686465.2'],['0.013262715']
['16738.264'],['2798478.8'],['0.013055671']
['16252.152'],['2669495.8'],['0.012797181']
['15893.656'],['2817245.8'],['0.01367746']
['17059.43'],['3282126.2'],['0.014509453']
['19531.742'],['3357574.5'],['0.015710836']
['27167.97'],['3298283.2'],['0.01471795']
['23850.145'],['2733627.2'],['0.013107412']
['13996.732'],['2748844.0'],['0.013003945']
['15204.715'],['2647201.8'],['0.013210934']
['14677.899'],['2515104.5'],['0.012590646']
['14714.486'],['2515104.5'],['2816940.5']
