['22664.28'],['18897376.0'],['0.07242526']
['25705.09'],['15943494.0'],['0.06735213']
['26390.215'],['13498538.0'],['0.054559674']
['22837.748'],['13265275.0'],['0.05422567']
['21580.078'],['14847743.0'],['0.059496384']
['20410.51'],['16677043.0'],['0.061775256']
['23379.79'],['13929188.0'],['0.063789755']
['23904.193'],['18086890.0'],['0.07091893']
['23267.21'],['17482984.0'],['0.06585248']
['24235.379'],['13947840.0'],['0.057947375']
['21756.248'],['16885294.0'],['0.06731557']
['24578.053'],['11143864.0'],['0.051787015']
['20746.217'],['13595275.0'],['0.057410035']
['20060.293'],['16324247.0'],['0.06625163']
['20624.61'],['14887075.0'],['0.06222408']
['23336.47'],['18667468.0'],['0.06568993']
['22143.168'],['21000296.0'],['0.07181691']
['28208.777'],['19520398.0'],['0.0705692']
['32015.02'],['16441375.0'],['0.066563606']
['23606.11'],['21755002.0'],['0.07346754']
['25900.963'],['20164672.0'],['0.068303056']
['26316.328'],['19043512.0'],['0.06621218']
['25781.459'],['15220030.0'],['0.061419554']
['24016.873'],['15220030.0'],['14116648.0']
