['4.0'],['881150.44'],['0.009884815']
['325.24985'],['370758.72'],['0.008128507']
['1398.1685'],['348513.22'],['0.0079007875']
['2051.213'],['873561.7'],['0.00909755']
['1869.6201'],['1044950.44'],['0.0094007775']
['1935.7682'],['1158036.4'],['0.010941641']
['2175.1602'],['388043.34'],['0.008015218']
['2126.3044'],['422265.44'],['0.007785207']
['2283.9626'],['689156.06'],['0.008570334']
['1839.5004'],['90500.125'],['0.007550579']
['2052.1204'],['219258.52'],['0.007550579']
['1568.9629'],['670015.0'],['0.008240657']
['1928.5085'],['959045.0'],['0.0089943055']
['2090.1555'],['221805.38'],['0.007668473']
['1916.9937'],['711919.44'],['0.008461566']
['1851.8685'],['713156.75'],['0.008240657']
['2009.3123'],['434689.9'],['0.008240657']
['1677.9584'],['438609.2'],['0.008240657']
['1733.2413'],['317120.47'],['0.008128507']
['679.8907'],['1132663.9'],['0.0093007805']
['734.4056'],['199857.52'],['0.008128507']
['1855.2183'],['217720.62'],['0.008128507']
['1200.4261'],['328470.8'],['0.008570334']
['1276.004'],['328470.8'],['635157.25']
