['47734.7'],['29256408.0'],['0.07834145']
['38480.816'],['28794882.0'],['0.076903224']
['36362.754'],['31417598.0'],['0.08522534']
['47831.08'],['32737646.0'],['0.09266824']
['52252.543'],['33392578.0'],['0.093677245']
['46576.566'],['31924638.0'],['0.08767008']
['47209.984'],['30338236.0'],['0.0818834']
['39155.07'],['31521406.0'],['0.085860856']
['48486.44'],['30582366.0'],['0.08318941']
['45800.42'],['29552376.0'],['0.07987414']
['45191.695'],['28946936.0'],['0.07431151']
['36592.125'],['30880458.0'],['0.08509821']
['36453.48'],['29980324.0'],['0.08051231']
['52098.535'],['30151478.0'],['0.08338043']
['46537.906'],['30124766.0'],['0.08252064']
['43688.004'],['29469556.0'],['0.08095886']
['44317.35'],['30230920.0'],['0.08541604']
['46107.17'],['30452772.0'],['0.0818834']
['35417.645'],['27834576.0'],['0.07344686']
['32858.59'],['30907000.0'],['0.086114965']
['42625.98'],['28893640.0'],['0.07629561']
['41350.64'],['29283070.0'],['0.07907606']
['43000.15'],['31116296.0'],['0.085892625']
['44135.12'],['31116296.0'],['32405052.0']
