['8820.272'],['3533413.8'],['0.023657644']
['9059.739'],['2459985.2'],['0.01835452']
['9792.889'],['2847992.5'],['0.019658461']
['9452.894'],['2011425.9'],['0.01835452']
['9332.869'],['3875654.5'],['0.021985969']
['9510.141'],['2039221.8'],['0.018704366']
['9163.654'],['3363347.0'],['0.020332541']
['8917.08'],['2498124.0'],['0.019779913']
['8755.193'],['3490101.0'],['0.019901857']
['8814.166'],['3914365.5'],['0.021148577']
['9046.63'],['4471600.5'],['0.022912059']
['8662.932'],['6167915.5'],['0.0299745']
['10951.266'],['6420985.0'],['0.031943794']
['14395.424'],['2485200.8'],['0.020024292']
['9649.622'],['2739615.8'],['0.019237228']
['8979.254'],['2381167.0'],['0.018704366']
['9361.769'],['3910162.0'],['0.02051898']
['9088.649'],['3910162.0'],['5435834.0']
