['10221.553'],['6610727.5'],['0.03783461']
['14290.377'],['3065027.2'],['0.020072723']
['8408.126'],['3021422.2'],['0.02154935']
['9347.961'],['3951600.5'],['0.024308886']
['9121.592'],['3849137.0'],['0.028200654']
['9111.135'],['3362506.8'],['0.023894347']
['9113.749'],['2463230.8'],['0.018529339']
['8027.507'],['3358279.8'],['0.025673414']
['9957.939'],['3427763.8'],['0.026444232']
['9682.434'],['3077017.8'],['0.02127749']
['9268.093'],['2586373.5'],['0.019597664']
['8551.111'],['2593650.0'],['0.017225048']
['7871.615'],['3651530.8'],['0.026895609']
['9832.929'],['2911942.5'],['0.022526657']
['11097.588'],['3237852.5'],['0.022787925']
['9511.798'],['3373529.2'],['0.024554703']
['10962.76'],['3830104.0'],['0.02621543']
['10485.087'],['3617300.5'],['0.024226459']
['8175.8394'],['3126257.8'],['0.020726863']
['7661.092'],['1962116.6'],['0.015980234']
['6244.6265'],['3891603.0'],['0.028200654']
['11501.623'],['3377797.8'],['0.026595611']
['11069.017'],['5782130.5'],['0.032999154']
['12115.155'],['5782130.5'],['3860432.0']
