['38293.94'],['72578620.0'],['0.23178677']
['48302.8'],['66547756.0'],['0.22514197']
['33731.996'],['57710400.0'],['0.20811969']
['39131.582'],['55168916.0'],['0.20486967']
['40438.56'],['53190164.0'],['0.20231076']
['41055.004'],['50255564.0'],['0.20477879']
['43835.535'],['55235260.0'],['0.20007442']
['40236.996'],['55224830.0'],['0.1946327']
['43971.37'],['50993284.0'],['0.19452442']
['42977.93'],['44863096.0'],['0.18811586']
['43727.836'],['61708830.0'],['0.21197711']
['42262.137'],['64063064.0'],['0.22635774']
['40508.34'],['49552020.0'],['0.19997516']
['44119.83'],['45167612.0'],['0.18497117']
['44019.887'],['51064868.0'],['0.19457857']
['44515.75'],['53669860.0'],['0.20130078']
['44178.047'],['45375372.0'],['0.17843235']
['42138.008'],['53252948.0'],['0.19937615']
['41986.727'],['54478572.0'],['0.21063647']
['36043.316'],['55926668.0'],['0.20390725']
['39887.195'],['45407884.0'],['0.18583018']
['42820.793'],['45025908.0'],['0.181956']
['41921.76'],['41986850.0'],['0.16257887']
['38453.69'],['41986850.0'],['45991724.0']
